Call Date,Custom Grouping,counts
08/05/2012,Medical,518
08/05/2012,Misc Emergency,32
08/05/2012,Rescue,13
08/05/2012,Various Other,2
08/05/2013,Aid Other Agency,10
08/05/2013,Chemical / Electrical,3
08/05/2013,Fire,218
08/05/2013,Medical,504
08/05/2013,Misc Emergency,23
08/05/2013,Rescue,1
08/05/2013,Various Other,5
08/05/2014,Aid Other Agency,12
08/05/2014,Chemical / Electrical,8
08/05/2014,Fire,113
08/05/2014,Medical,489
08/05/2014,Misc Emergency,16
08/05/2014,Rescue,1
08/05/2014,Various Other,9
08/05/2015,Aid Other Agency,11
08/05/2015,Chemical / Electrical,13
08/05/2015,Fire,195
08/05/2015,Medical,511
08/05/2015,Misc Emergency,57
08/05/2015,Rescue,3
08/05/2015,Various Other,7
08/05/2016,Aid Other Agency,15
08/05/2016,Chemical / Electrical,8
08/05/2016,Fire,142
08/05/2016,Medical,575
08/05/2016,Misc Emergency,46
08/05/2016,Rescue,3
08/05/2016,Various Other,1
08/05/2017,Aid Other Agency,17
08/05/2017,Chemical / Electrical,6
08/05/2017,Fire,128
08/05/2017,Medical,580
08/05/2017,Misc Emergency,41
08/05/2017,Rescue,5
08/05/2017,Various Other,20
08/05/2018,Aid Other Agency,16
08/05/2018,Chemical / Electrical,14
08/05/2018,Fire,143
08/05/2018,Medical,490
08/05/2018,Misc Emergency,57
08/05/2018,Rescue,4
08/05/2018,Various Other,9
08/05/2019,Aid Other Agency,11
08/05/2019,Chemical / Electrical,5
08/05/2019,Fire,230
08/05/2019,Medical,632
08/05/2019,Misc Emergency,34
08/05/2019,Rescue,2
08/05/2019,Various Other,21
08/06/2010,Aid Other Agency,4
08/06/2010,Chemical / Electrical,3
08/06/2010,Fire,158
08/06/2010,Medical,479
08/06/2010,Misc Emergency,47
08/06/2010,Rescue,1
08/06/2010,Various Other,11
08/06/2011,Aid Other Agency,8
08/06/2011,Chemical / Electrical,13
08/06/2011,Fire,184
08/06/2011,Medical,474
08/06/2011,Misc Emergency,31
08/06/2011,Rescue,3
08/06/2011,Various Other,8
08/06/2012,Aid Other Agency,14
08/06/2012,Chemical / Electrical,11
08/06/2012,Fire,175
08/06/2012,Medical,471
08/06/2012,Misc Emergency,11
08/06/2012,Various Other,5
08/06/2013,Aid Other Agency,7
08/06/2013,Chemical / Electrical,4
08/06/2013,Fire,221
08/06/2013,Medical,482
08/06/2013,Misc Emergency,24
08/06/2013,Rescue,19
08/06/2013,Various Other,9
08/06/2014,Aid Other Agency,13
08/06/2014,Chemical / Electrical,22
08/06/2014,Fire,95
08/06/2014,Medical,557
08/06/2014,Misc Emergency,37
08/06/2014,Rescue,23
08/06/2014,Various Other,19
08/06/2015,Aid Other Agency,7
08/06/2015,Chemical / Electrical,14
08/06/2015,Fire,124
08/06/2015,Medical,580
08/06/2015,Misc Emergency,26
08/06/2015,Rescue,22
08/06/2015,Various Other,18
08/06/2016,Aid Other Agency,6
08/06/2016,Chemical / Electrical,1
08/06/2016,Fire,231
08/06/2016,Medical,541
08/06/2016,Misc Emergency,41
08/06/2016,Rescue,15
08/06/2016,Various Other,23
08/06/2017,Aid Other Agency,10
08/06/2017,Chemical / Electrical,3
08/06/2017,Fire,179
08/06/2017,Medical,537
08/06/2017,Misc Emergency,26
08/06/2017,Rescue,22
08/06/2017,Various Other,12
08/06/2018,Aid Other Agency,9
08/06/2018,Chemical / Electrical,10
08/06/2018,Fire,212
08/06/2018,Medical,613
08/06/2018,Misc Emergency,23
08/06/2018,Rescue,2
08/06/2018,Various Other,19
08/06/2019,Aid Other Agency,11
08/06/2019,Chemical / Electrical,7
08/06/2019,Fire,166
08/06/2019,Medical,536
08/06/2019,Misc Emergency,20
08/06/2019,Rescue,1
08/06/2019,Various Other,20
08/07/2010,Aid Other Agency,7
08/07/2010,Chemical / Electrical,2
08/07/2010,Fire,178
08/07/2010,Medical,396
08/07/2010,Misc Emergency,29
08/07/2010,Rescue,5
08/07/2010,Various Other,7
08/07/2011,Aid Other Agency,8
08/07/2011,Chemical / Electrical,4
08/07/2011,Fire,171
08/07/2011,Medical,469
08/07/2011,Misc Emergency,27
08/07/2011,Rescue,3
08/07/2011,Various Other,10
08/07/2012,Aid Other Agency,6
08/07/2012,Chemical / Electrical,7
08/07/2012,Fire,208
08/07/2012,Medical,414
08/07/2012,Misc Emergency,29
08/07/2012,Rescue,8
08/07/2012,Various Other,5
08/07/2013,Aid Other Agency,4
08/07/2013,Chemical / Electrical,8
08/07/2013,Fire,205
08/07/2013,Medical,478
08/07/2013,Misc Emergency,26
08/07/2013,Rescue,16
08/07/2013,Various Other,7
08/07/2014,Aid Other Agency,8
08/07/2014,Chemical / Electrical,7
08/07/2014,Fire,125
08/07/2014,Medical,498
08/07/2014,Misc Emergency,39
08/07/2014,Rescue,1
08/07/2014,Various Other,14
08/07/2015,Aid Other Agency,20
08/07/2015,Chemical / Electrical,11
08/07/2015,Fire,172
08/07/2015,Medical,550
08/07/2015,Misc Emergency,57
08/07/2015,Rescue,7
08/07/2015,Various Other,3
08/07/2016,Aid Other Agency,17
08/07/2016,Chemical / Electrical,1
08/07/2016,Fire,148
08/07/2016,Medical,558
08/07/2016,Misc Emergency,31
08/07/2016,Rescue,3
08/07/2016,Various Other,11
08/07/2017,Aid Other Agency,9
08/07/2017,Chemical / Electrical,6
08/07/2017,Fire,168
08/07/2017,Medical,540
08/07/2017,Misc Emergency,42
08/07/2017,Rescue,19
08/07/2017,Various Other,11
08/07/2018,Aid Other Agency,3
08/07/2018,Chemical / Electrical,10
08/07/2018,Fire,207
08/07/2018,Medical,590
08/07/2018,Misc Emergency,35
08/07/2018,Rescue,8
08/07/2018,Various Other,10
08/07/2019,Aid Other Agency,14
08/07/2019,Chemical / Electrical,17
08/07/2019,Fire,187
08/07/2019,Medical,539
08/07/2019,Misc Emergency,40
08/07/2019,Rescue,4
08/07/2019,Various Other,15
08/08/2010,Aid Other Agency,9
08/08/2010,Chemical / Electrical,17
08/08/2010,Fire,127
08/08/2010,Medical,510
08/08/2010,Misc Emergency,38
08/08/2010,Rescue,2
08/08/2010,Various Other,6
08/08/2011,Aid Other Agency,12
08/08/2011,Chemical / Electrical,2
08/08/2011,Fire,126
08/08/2011,Medical,491
08/08/2011,Misc Emergency,21
08/08/2011,Rescue,1
08/08/2011,Various Other,8
08/08/2012,Aid Other Agency,13
08/08/2012,Chemical / Electrical,7
08/08/2012,Fire,203
08/08/2012,Medical,399
08/08/2012,Misc Emergency,37
08/08/2012,Rescue,1
08/08/2012,Various Other,10
08/08/2013,Aid Other Agency,5
08/08/2013,Chemical / Electrical,8
08/08/2013,Fire,204
08/08/2013,Medical,430
08/08/2013,Misc Emergency,53
08/08/2013,Rescue,5
08/08/2013,Various Other,9
08/08/2014,Aid Other Agency,15
08/08/2014,Chemical / Electrical,5
08/08/2014,Fire,171
08/08/2014,Medical,598
08/08/2014,Misc Emergency,44
08/08/2014,Rescue,13
08/08/2014,Various Other,16
08/08/2015,Aid Other Agency,11
08/08/2015,Chemical / Electrical,17
08/08/2015,Fire,150
08/08/2015,Medical,611
08/08/2015,Misc Emergency,38
08/08/2015,Rescue,3
08/08/2015,Various Other,5
08/08/2016,Aid Other Agency,7
08/08/2016,Chemical / Electrical,9
08/08/2016,Fire,179
08/08/2016,Medical,548
08/08/2016,Misc Emergency,31
08/08/2016,Rescue,3
08/08/2016,Various Other,5
08/08/2017,Aid Other Agency,6
08/08/2017,Chemical / Electrical,18
08/08/2017,Fire,130
08/08/2017,Medical,593
08/08/2017,Misc Emergency,46
08/08/2017,Rescue,17
08/08/2017,Various Other,4
08/08/2018,Aid Other Agency,7
08/08/2018,Chemical / Electrical,20
08/08/2018,Fire,175
08/08/2018,Medical,521
08/08/2018,Misc Emergency,35
08/08/2018,Rescue,4
08/08/2018,Various Other,13
08/08/2019,Aid Other Agency,11
08/08/2019,Chemical / Electrical,13
08/08/2019,Fire,247
08/08/2019,Medical,561
08/08/2019,Misc Emergency,23
08/08/2019,Rescue,9
08/08/2019,Various Other,7
08/09/2010,Aid Other Agency,6
08/09/2010,Chemical / Electrical,17
08/09/2010,Fire,167
08/09/2010,Medical,484
08/09/2010,Misc Emergency,28
08/09/2010,Various Other,11
08/09/2011,Aid Other Agency,4
08/09/2011,Chemical / Electrical,6
08/09/2011,Fire,170
08/09/2011,Medical,517
08/09/2011,Misc Emergency,22
08/09/2011,Rescue,2
08/09/2011,Various Other,13
08/09/2012,Aid Other Agency,12
08/09/2012,Chemical / Electrical,11
08/09/2012,Fire,201
08/09/2012,Medical,471
08/09/2012,Misc Emergency,24
08/09/2012,Rescue,2
08/09/2012,Various Other,5
08/09/2013,Aid Other Agency,10
08/09/2013,Chemical / Electrical,3
08/09/2013,Fire,133
08/09/2013,Medical,519
08/09/2013,Misc Emergency,60
08/09/2013,Rescue,1
08/09/2013,Various Other,8
08/09/2014,Aid Other Agency,4
08/09/2014,Chemical / Electrical,1
08/09/2014,Fire,212
08/09/2014,Medical,525
08/09/2014,Misc Emergency,12
08/09/2014,Rescue,2
08/09/2014,Various Other,15
08/09/2015,Aid Other Agency,16
08/09/2015,Chemical / Electrical,3
08/09/2015,Fire,188
08/09/2015,Medical,571
08/09/2015,Misc Emergency,59
08/09/2015,Rescue,16
08/09/2015,Various Other,3
08/09/2016,Aid Other Agency,15
08/09/2016,Chemical / Electrical,7
08/09/2016,Fire,178
08/09/2016,Medical,531
08/09/2016,Misc Emergency,28
08/09/2016,Rescue,2
08/09/2016,Various Other,7
08/09/2017,Aid Other Agency,17
08/09/2017,Chemical / Electrical,12
08/09/2017,Fire,136
08/09/2017,Medical,553
08/09/2017,Misc Emergency,40
08/09/2017,Rescue,18
08/09/2017,Various Other,10
08/09/2018,Aid Other Agency,5
08/09/2018,Chemical / Electrical,18
08/09/2018,Fire,176
08/09/2018,Medical,564
08/09/2018,Misc Emergency,31
08/09/2018,Rescue,5
08/09/2018,Various Other,12
08/09/2019,Aid Other Agency,14
08/09/2019,Chemical / Electrical,22
08/09/2019,Fire,226
08/09/2019,Medical,645
08/09/2019,Misc Emergency,44
08/09/2019,Rescue,13
08/09/2019,Various Other,8
08/10/2010,Aid Other Agency,6
08/10/2010,Chemical / Electrical,8
08/10/2010,Fire,234
08/10/2010,Medical,474
08/10/2010,Misc Emergency,16
08/10/2010,Various Other,14
08/10/2011,Aid Other Agency,12
08/10/2011,Chemical / Electrical,6
08/10/2011,Fire,171
08/10/2011,Medical,472
08/10/2011,Misc Emergency,30
08/10/2011,Rescue,1
08/10/2011,Various Other,3
08/10/2012,Aid Other Agency,9
08/10/2012,Chemical / Electrical,13
08/10/2012,Fire,140
08/10/2012,Medical,483
08/10/2012,Misc Emergency,49
08/10/2012,Rescue,3
08/10/2012,Various Other,14
08/10/2013,Aid Other Agency,5
08/10/2013,Chemical / Electrical,3
08/10/2013,Fire,201
08/10/2013,Medical,527
08/10/2013,Misc Emergency,18
08/10/2013,Rescue,1
08/10/2013,Various Other,8
08/10/2014,Aid Other Agency,13
08/10/2014,Chemical / Electrical,7
08/10/2014,Fire,142
08/10/2014,Medical,529
08/10/2014,Misc Emergency,21
08/10/2014,Rescue,21
08/10/2014,Various Other,14
08/10/2015,Aid Other Agency,6
08/10/2015,Chemical / Electrical,11
08/10/2015,Fire,202
08/10/2015,Medical,575
08/10/2015,Misc Emergency,44
08/10/2015,Rescue,3
08/10/2015,Various Other,7
08/10/2016,Aid Other Agency,2
08/10/2016,Chemical / Electrical,8
08/10/2016,Fire,208
08/10/2016,Medical,508
08/10/2016,Misc Emergency,35
08/10/2016,Rescue,21
08/10/2016,Various Other,4
08/10/2017,Aid Other Agency,9
08/10/2017,Chemical / Electrical,26
08/10/2017,Fire,168
08/10/2017,Medical,581
08/10/2017,Misc Emergency,43
08/10/2017,Rescue,18
08/10/2017,Various Other,12
08/10/2018,Aid Other Agency,12
08/10/2018,Chemical / Electrical,17
08/10/2018,Fire,189
08/10/2018,Medical,650
08/10/2018,Misc Emergency,29
08/10/2018,Rescue,3
08/10/2018,Various Other,8
08/10/2019,Aid Other Agency,13
08/10/2019,Chemical / Electrical,10
08/10/2019,Fire,262
08/10/2019,Medical,594
08/10/2019,Misc Emergency,57
08/10/2019,Rescue,10
08/10/2019,Various Other,12
08/11/2010,Aid Other Agency,12
08/11/2010,Chemical / Electrical,4
08/11/2010,Fire,180
08/11/2010,Medical,430
08/11/2010,Misc Emergency,30
08/11/2010,Various Other,5
08/11/2011,Aid Other Agency,7
08/11/2011,Chemical / Electrical,1
08/11/2011,Fire,161
08/11/2011,Medical,401
08/11/2011,Misc Emergency,32
08/11/2011,Rescue,18
08/11/2011,Various Other,2
08/11/2012,Aid Other Agency,9
08/11/2012,Chemical / Electrical,7
08/11/2012,Fire,202
08/11/2012,Medical,498
08/11/2012,Misc Emergency,49
08/11/2012,Rescue,17
08/11/2012,Various Other,8
08/11/2013,Aid Other Agency,11
08/11/2013,Chemical / Electrical,8
08/11/2013,Fire,152
08/11/2013,Medical,501
08/11/2013,Misc Emergency,25
08/11/2013,Rescue,22
08/11/2013,Various Other,10
08/11/2014,Aid Other Agency,9
08/11/2014,Chemical / Electrical,4
08/11/2014,Fire,161
08/11/2014,Medical,485
08/11/2014,Misc Emergency,41
08/11/2014,Rescue,1
08/11/2014,Various Other,10
08/11/2015,Aid Other Agency,9
08/11/2015,Chemical / Electrical,14
08/11/2015,Fire,129
08/11/2015,Medical,554
08/11/2015,Misc Emergency,45
08/11/2015,Rescue,3
08/11/2015,Various Other,9
08/11/2016,Aid Other Agency,4
08/11/2016,Chemical / Electrical,7
08/11/2016,Fire,165
08/11/2016,Medical,535
08/11/2016,Misc Emergency,23
08/11/2016,Rescue,1
08/11/2016,Various Other,9
08/11/2017,Aid Other Agency,8
08/11/2017,Chemical / Electrical,12
08/11/2017,Fire,182
08/11/2017,Medical,644
08/11/2017,Misc Emergency,59
08/11/2017,Rescue,15
08/11/2017,Various Other,10
08/11/2018,Aid Other Agency,6
08/11/2018,Chemical / Electrical,9
08/11/2018,Fire,194
08/11/2018,Medical,643
08/11/2018,Misc Emergency,15
08/11/2018,Rescue,3
08/11/2018,Various Other,4
08/11/2019,Aid Other Agency,12
08/11/2019,Chemical / Electrical,11
08/11/2019,Fire,161
08/11/2019,Medical,576
08/11/2019,Misc Emergency,41
08/11/2019,Rescue,3
08/11/2019,Various Other,33
08/12/2010,Aid Other Agency,11
08/12/2010,Chemical / Electrical,7
08/12/2010,Fire,130
08/12/2010,Medical,412
08/12/2010,Misc Emergency,34
08/12/2010,Rescue,1
08/12/2010,Various Other,13
08/12/2011,Aid Other Agency,5
08/12/2011,Chemical / Electrical,15
08/12/2011,Fire,231
08/12/2011,Medical,448
08/12/2011,Misc Emergency,65
08/12/2011,Rescue,24
08/12/2011,Various Other,11
08/12/2012,Aid Other Agency,6
08/12/2012,Chemical / Electrical,4
08/12/2012,Fire,165
08/12/2012,Medical,399
08/12/2012,Misc Emergency,49
08/12/2012,Rescue,2
08/12/2012,Various Other,63
08/12/2013,Aid Other Agency,9
08/12/2013,Chemical / Electrical,7
08/12/2013,Fire,161
08/12/2013,Medical,475
08/12/2013,Misc Emergency,35
08/12/2013,Rescue,2
08/12/2013,Various Other,2
08/12/2014,Aid Other Agency,7
08/12/2014,Chemical / Electrical,10
08/12/2014,Fire,146
08/12/2014,Medical,498
08/12/2014,Misc Emergency,44
08/12/2014,Rescue,18
08/12/2014,Various Other,9
08/12/2015,Aid Other Agency,11
08/12/2015,Chemical / Electrical,10
08/12/2015,Fire,249
08/12/2015,Medical,521
08/12/2015,Misc Emergency,28
08/12/2015,Rescue,13
08/12/2015,Various Other,11
08/12/2016,Aid Other Agency,13
08/12/2016,Chemical / Electrical,5
08/12/2016,Fire,213
08/12/2016,Medical,558
08/12/2016,Misc Emergency,34
08/12/2016,Rescue,1
08/12/2016,Various Other,14
08/12/2017,Aid Other Agency,9
08/12/2017,Chemical / Electrical,9
08/12/2017,Fire,149
08/12/2017,Medical,550
08/12/2017,Misc Emergency,23
08/12/2017,Rescue,7
08/12/2017,Various Other,7
08/12/2018,Aid Other Agency,5
08/12/2018,Chemical / Electrical,7
08/12/2018,Fire,161
08/12/2018,Medical,603
08/12/2018,Misc Emergency,44
08/12/2018,Various Other,10
08/12/2019,Aid Other Agency,8
08/12/2019,Chemical / Electrical,14
08/12/2019,Fire,180
08/12/2019,Medical,649
08/12/2019,Misc Emergency,61
08/12/2019,Rescue,2
08/12/2019,Various Other,6
08/13/2010,Aid Other Agency,5
08/13/2010,Chemical / Electrical,3
08/13/2010,Fire,137
08/13/2010,Medical,413
08/13/2010,Misc Emergency,43
08/13/2010,Various Other,9
08/13/2011,Aid Other Agency,9
08/13/2011,Chemical / Electrical,7
08/13/2011,Fire,181
08/13/2011,Medical,483
08/13/2011,Misc Emergency,48
08/13/2011,Rescue,5
08/13/2011,Various Other,14
08/13/2012,Aid Other Agency,3
08/13/2012,Chemical / Electrical,12
08/13/2012,Fire,243
08/13/2012,Medical,441
08/13/2012,Misc Emergency,30
08/13/2012,Rescue,3
08/13/2012,Various Other,14
08/13/2013,Aid Other Agency,3
08/13/2013,Chemical / Electrical,4
08/13/2013,Fire,209
08/13/2013,Medical,512
08/13/2013,Misc Emergency,32
08/13/2013,Rescue,1
08/13/2013,Various Other,3
08/13/2014,Aid Other Agency,22
08/13/2014,Chemical / Electrical,2
08/13/2014,Fire,204
08/13/2014,Medical,509
08/13/2014,Misc Emergency,56
08/13/2014,Rescue,10
08/13/2014,Various Other,14
08/13/2015,Aid Other Agency,9
08/13/2015,Chemical / Electrical,4
08/13/2015,Fire,268
08/13/2015,Medical,523
08/13/2015,Misc Emergency,33
08/13/2015,Rescue,41
08/13/2015,Various Other,3
08/13/2016,Aid Other Agency,12
08/13/2016,Chemical / Electrical,10
08/13/2016,Fire,148
08/13/2016,Medical,493
08/13/2016,Misc Emergency,34
08/13/2016,Rescue,9
08/13/2016,Various Other,8
08/13/2017,Aid Other Agency,5
08/13/2017,Chemical / Electrical,9
08/13/2017,Fire,180
08/13/2017,Medical,541
08/13/2017,Misc Emergency,13
08/13/2017,Rescue,5
08/13/2017,Various Other,15
08/13/2018,Aid Other Agency,18
08/13/2018,Chemical / Electrical,7
08/13/2018,Fire,187
08/13/2018,Medical,559
08/13/2018,Misc Emergency,32
08/13/2018,Rescue,1
08/13/2018,Various Other,9
08/13/2019,Aid Other Agency,19
08/13/2019,Chemical / Electrical,11
08/13/2019,Fire,172
08/13/2019,Medical,622
08/13/2019,Misc Emergency,28
08/13/2019,Rescue,2
08/13/2019,Various Other,5
08/14/2010,Aid Other Agency,8
08/14/2010,Chemical / Electrical,9
08/14/2010,Fire,191
08/14/2010,Medical,459
08/14/2010,Misc Emergency,43
08/14/2010,Rescue,1
08/14/2010,Various Other,1
08/14/2011,Aid Other Agency,8
08/14/2011,Chemical / Electrical,3
08/14/2011,Fire,169
08/14/2011,Medical,513
08/14/2011,Misc Emergency,47
08/14/2011,Rescue,2
08/14/2011,Various Other,8
08/14/2012,Aid Other Agency,5
08/14/2012,Chemical / Electrical,6
08/14/2012,Fire,178
08/14/2012,Medical,414
08/14/2012,Misc Emergency,17
08/14/2012,Rescue,2
08/14/2012,Various Other,15
08/14/2013,Aid Other Agency,12
08/14/2013,Chemical / Electrical,9
08/14/2013,Fire,170
08/14/2013,Medical,480
08/14/2013,Misc Emergency,42
08/14/2013,Rescue,2
08/14/2013,Various Other,8
08/14/2014,Aid Other Agency,13
08/14/2014,Chemical / Electrical,2
08/14/2014,Fire,208
08/14/2014,Medical,512
08/14/2014,Misc Emergency,46
08/14/2014,Rescue,2
08/14/2014,Various Other,7
08/14/2015,Aid Other Agency,12
08/14/2015,Chemical / Electrical,6
08/14/2015,Fire,132
08/14/2015,Medical,539
08/14/2015,Misc Emergency,66
08/14/2015,Rescue,3
08/14/2015,Various Other,6
08/14/2016,Aid Other Agency,24
08/14/2016,Chemical / Electrical,10
08/14/2016,Fire,165
08/14/2016,Medical,525
08/14/2016,Misc Emergency,29
08/14/2016,Rescue,2
08/14/2016,Various Other,6
08/14/2017,Aid Other Agency,10
08/14/2017,Chemical / Electrical,12
08/14/2017,Fire,171
08/14/2017,Medical,524
08/14/2017,Misc Emergency,41
08/14/2017,Rescue,13
08/14/2017,Various Other,9
08/14/2018,Aid Other Agency,9
08/14/2018,Chemical / Electrical,8
08/14/2018,Fire,225
08/14/2018,Medical,535
08/14/2018,Misc Emergency,54
08/14/2018,Rescue,1
08/14/2018,Various Other,23
08/14/2019,Aid Other Agency,10
08/14/2019,Chemical / Electrical,21
08/14/2019,Fire,189
08/14/2019,Medical,571
08/14/2019,Misc Emergency,47
08/14/2019,Rescue,1
08/14/2019,Various Other,12
08/15/2010,Aid Other Agency,8
08/15/2010,Chemical / Electrical,4
08/15/2010,Fire,176
08/15/2010,Medical,496
08/15/2010,Misc Emergency,49
08/15/2010,Various Other,18
08/15/2011,Aid Other Agency,11
08/15/2011,Chemical / Electrical,4
08/15/2011,Fire,210
08/15/2011,Medical,544
08/15/2011,Misc Emergency,12
08/15/2011,Rescue,5
08/15/2011,Various Other,11
08/15/2012,Aid Other Agency,6
08/15/2012,Chemical / Electrical,1
08/15/2012,Fire,257
08/15/2012,Medical,419
08/15/2012,Misc Emergency,27
08/15/2012,Various Other,6
08/15/2013,Aid Other Agency,11
08/15/2013,Chemical / Electrical,9
08/15/2013,Fire,168
08/15/2013,Medical,474
08/15/2013,Misc Emergency,27
08/15/2013,Rescue,15
08/15/2013,Various Other,10
08/15/2014,Aid Other Agency,7
08/15/2014,Chemical / Electrical,8
08/15/2014,Fire,128
08/15/2014,Medical,553
08/15/2014,Misc Emergency,63
08/15/2014,Rescue,1
08/15/2014,Various Other,11
08/15/2015,Aid Other Agency,4
08/15/2015,Chemical / Electrical,25
08/15/2015,Fire,277
08/15/2015,Medical,556
08/15/2015,Misc Emergency,52
08/15/2015,Rescue,32
08/15/2015,Various Other,10
08/15/2016,Aid Other Agency,4
08/15/2016,Chemical / Electrical,5
08/15/2016,Fire,153
08/15/2016,Medical,544
08/15/2016,Misc Emergency,30
08/15/2016,Rescue,9
08/15/2016,Various Other,9
08/15/2017,Aid Other Agency,10
08/15/2017,Chemical / Electrical,16
08/15/2017,Fire,149
08/15/2017,Medical,555
08/15/2017,Misc Emergency,56
08/15/2017,Rescue,9
08/15/2017,Various Other,7
08/15/2018,Aid Other Agency,10
08/15/2018,Chemical / Electrical,6
08/15/2018,Fire,161
08/15/2018,Medical,551
08/15/2018,Misc Emergency,30
08/15/2018,Rescue,5
08/15/2018,Various Other,10
08/15/2019,Aid Other Agency,8
08/15/2019,Chemical / Electrical,22
08/15/2019,Fire,231
08/15/2019,Medical,681
08/15/2019,Misc Emergency,40
08/15/2019,Rescue,3
08/15/2019,Various Other,16
08/16/2010,Aid Other Agency,2
08/16/2010,Chemical / Electrical,3
08/16/2010,Fire,115
08/16/2010,Medical,411
08/16/2010,Misc Emergency,21
08/16/2010,Rescue,13
08/16/2010,Various Other,13
08/16/2011,Aid Other Agency,16
08/16/2011,Chemical / Electrical,11
08/16/2011,Fire,160
08/16/2011,Medical,461
08/16/2011,Misc Emergency,30
08/16/2011,Rescue,1
08/16/2011,Various Other,11
08/16/2012,Aid Other Agency,11
08/16/2012,Chemical / Electrical,11
08/16/2012,Fire,141
08/16/2012,Medical,476
08/16/2012,Misc Emergency,35
08/16/2012,Rescue,13
08/16/2012,Various Other,9
08/16/2013,Aid Other Agency,5
08/16/2013,Chemical / Electrical,7
08/16/2013,Fire,247
08/16/2013,Medical,515
08/16/2013,Misc Emergency,33
08/16/2013,Rescue,1
08/16/2013,Various Other,4
08/16/2014,Aid Other Agency,12
08/16/2014,Chemical / Electrical,16
08/16/2014,Fire,183
08/16/2014,Medical,501
08/16/2014,Misc Emergency,23
08/16/2014,Rescue,3
08/16/2014,Various Other,8
08/16/2015,Aid Other Agency,19
08/16/2015,Chemical / Electrical,16
08/16/2015,Fire,221
08/16/2015,Medical,590
08/16/2015,Misc Emergency,29
08/16/2015,Rescue,35
08/16/2015,Various Other,10
